,name,status,price,location,sold,link
49,Samsung Galaxy A71 128GB A716U Unlocked - Good,Good - Refurbished,106.99,United States,59.0,https://www.ebay.com/itm/256212616573?_nkw=phones&epid=16040289160&itmmeta=01J62TP567CX5JNVKX24H53ZAN&hash=item3ba776457d:g:aHIAAOSw8b1k~IJP&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkmlCJ3yBm77LJG9XN7ipyOaPR2cJeed7dMfSqwO3wM6N1ugmmClnNv7JrP4p9vas3yH9bWuFIupX3Jv8zZmWFeS4O35MOr2SdXnVH64GYzw%2BbYtWutft5dQwzvjJfN2B%2Ft%2BwYt0%2Ba8Y%2FdGC3cjmmG%2BX1OotEs7MDgr2RIl4LEsoghmmePs0WbAinUlz%2FGMqi2Xjiiqmnb7aUQgzanHBZIiLgcQ4%2BqCUWIo9Ra9D1iz%2BP4nXBnZzbVGiAYuNNHqy7xCl72cMiA4J2QN0OwEZFl0%7Ctkp%3ABk9SR57T2NqwZA
50,Maxwest Astro A64 32GB Dual Sim (Unlocked) Black. Android 13. Smartphone,Open Box,39.99,United States,,https://www.ebay.com/itm/156352339220?_nkw=phones&itmmeta=01J62TP567HRJRSE6C7YXKHSWW&hash=item2467535d14:g:wRYAAOSwE4ZmQ4xT&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnU1biWLEm8bNWJzToO0tufMf9qT3NaZXimvQGID5kSuhnOxdmHEr1cNKifTo%2F3NNxvwBwBnFqLsy2oj0BpS0jIO2HMq0W0RTo0Z2IvA2iy%2BJCo%2BnTZkw3MexSOERPp54wLAw0WIPwBvNC54KFyOEaCkSimCTGv6Slp4t5PnDpj9i3tEY9RITtYbAGn9CcXz5dkrWml%2BH6jX5J7bg5doA3KZNXTYUvZ6IFC8W9zhlaFqsn4u%2ByZiNTtNYAH5%2F50c2VFCI%2FjQAw20gH%2B3aLsnf5H%7Ctkp%3ABk9SR57T2NqwZA
51,S23 Ultra 256GB 512GB  7800mAh 5G Unlocked Global Android Smartphone New Sealed,Brand New,118.0,China,,https://www.ebay.com/itm/355575848356?_nkw=phones&itmmeta=01J62TP5673J5XHFJ9XNMNW7RF&hash=item52c9f8dda4:g:6iMAAOSwmuVmATYb&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmdiKvmDZqQ46EBh8JoeEKcmE%2BvW9VMskIgProZGkrylGQgIdNHFK%2FSZwS88Ystqyj0fCP5n3qwsyMnizSbcjMcCqTash%2Ftafowm0gHeQDktyRmovTDSnOOKkFgGFGL2kJb19Vvd5GhPEGYKcPy8wTUI9fzOWtnN3rJVm8dFBQYOzJwHsmGndu4wcOoyMpcyIEHf031tvkSO1UcsQ66AiFc3L2ZLiCmQcTpmFwE9sNjF1OiJJp8jHyQS8QHCCnJ2jDiWfc5bUBwYoYPtpFdbCiT%7Ctkp%3ABk9SR57T2NqwZA
52,Samsung Galaxy Z Flip3 5G SM-F711U Unlocked 128GB Phantom Black Good,Good - Refurbished,179.99,United States,,https://www.ebay.com/itm/186588716228?_nkw=phones&epid=10048610382&itmmeta=01J62TP5672KKDP1H0QGA3DFK9&hash=item2b718ddcc4:g:YnMAAOSw3UpmoQqy&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmJ6X5E9%2Fe7VvXVEZNpUeP3Srq%2FrbUV8kD1MLXcQ0cHAod94xqv58seEGpl3%2BjEadAm%2FbwveCPjb7wB24FZgfmbdlDS9aI0MPZL%2FUNvReE69irgUhvyIJGbb86%2BRgDlUEGAhpxc%2Fi7YlF49JhEy88rJ5%2BRZv2lOOSXzq6Fmyjp8XaftDK4SgTEtv3o9yMMyfwTtg6b9v%2BAwt%2BmDtmkPUisG2nWra3Ys5wvXg%2FhTo35EXEWNL65ifR6tKB7PW102QDIWx%2BTVXUyhTg2WvPuSq4oF%7Ctkp%3ABk9SR57T2NqwZA
53,2024 New Android Factory Unlocked Cell Phone Cheap Smartphone Quad Core 4G 2 SIM,Brand New,61.41,United States,9.0,https://www.ebay.com/itm/276273663454?_nkw=phones&itmmeta=01J62TP5678S2FCZBPC5WTHPPE&hash=item4053318dde:g:xJsAAOSw7CRlueeY&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKksIbx%2Bqjrnv7MIqXdFRFVCE5qeF7Kaabtr85Y2%2Bp0LiqOMnr%2FFTCRdpllUWb9kbuyRoFdu1vodoEE6%2F9vMffeyWMooKLZduayzw9AoveqKz%2FS8CfyYkYUUm%2BGGFbkToHgjCR0L03P%2FkvAgIapUFK%2BnU121glz0tnM%2FMl3gGuZ7azkTvhhuOnEaQoyn42mPTWAqcOZEWr%2BaY%2F8eiAOiB36pHYwA66CS2FPOTH3IJ4gSXQ%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
54,Sonim XP8 XP8800 64GB Verizon GSM Unlocked Rugged Smartphone Dual SIM Good,Good - Refurbished,74.99,United States,118.0,https://www.ebay.com/itm/196324066276?_nkw=phones&epid=16056104579&itmmeta=01J62TP568B558YV71TRTNAAKQ&hash=item2db5d383e4:g:hksAAOSwprtlG1QM&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnC9KRB0%2BeDEtaMDtefzHMkSbFL22mABveDdGM5CXZDWJ8t2gJakVGcLyoZrUGa9oYTu8QJ7CGQMKT32oH3pIoakZ5CkEq2H6WFPNmUPKpF%2Fr2exIKkiNTQ4Djbhz6tE%2Fq0l1yLWOdBahfjuvaRsvjqxKR%2FyQB1UpWp%2BOFNOIRiDorCBo405iM8K4eRtx8uhBg%2FKG0QYrlPNuc%2FRGEfZNQEjooCP4AUyd3%2FjjW0zLMbTg%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
55,NEW Samsung Galaxy S9 G960U 64GB Fully Unlocked All Carriers - All Colors,Brand New,139.99,United States,157.0,https://www.ebay.com/itm/176446440204?_nkw=phones&epid=23024206584&itmmeta=01J62TP568TPPC1EVVJXNAT2GF&hash=item291507030c:g:JzsAAOSwj5Vmfwze&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKliS0db2sgbIhJZV%2BloM8JD8xFLa%2Fkq9hn%2B6n%2F8TXnrw9HovMvKTUoKIjhqToLQ%2BqcuGokjv8DUzOvJAJU977pZUgMI09SxiGhKQAj4NMzrAqd4GtIBpRyKv46yKXVpo3mR%2BM6w1B5Vmoh09JdDQIO7epsNQSW3qR5f9EtchUzeBD0LgHV0ObEs0Wf16vr%2FpHGwVMlxKkTXAVECDhadVLtdFEBliYPtOX6oXAsBlKzx3ileoGk5%2FjEbnnRks5L%2FdsgtKSdRIuH9m%2B4byDpfaiqw%7Ctkp%3ABk9SR6DT2NqwZA
56,Android Smartphone Unlocked Cell Phone 256GB G15 Pro Max Android 12 5800mAh,Brand New,129.59,United States,29.0,https://www.ebay.com/itm/204584654779?_nkw=phones&itmmeta=01J62TP568DE0QRXC8Q9EQ3A8G&hash=item2fa23217bb:g:V8YAAOSwOwZl8qpU&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm1uX0vz8ef3RFOlthaAd89bbTQSmR1pcH2XKG5gXv22TMk%2BbfD9l8JEKJvS0aAHZTtCTaxXiFQMDUijPHYC31SB2RTIdjChtC8O%2BdCO8ZRABg7NJ%2FFMGBNwf%2FRjdzGPII8HgCyz2MwMAUIIbR6flyQj3%2FyBu7BbNgdbEs6HvCKEHc%2BZQA2CKokCv%2Ba9s0L6bJkVk6TWlsOzq9VLihuTkXzzhmnBrndITSKqwDKqWKZpw%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
57,Nokia Lumia 1020 (Unlocked) 4G LTE Smartphone - 32GB Yellow,Very Good - Refurbished,65.0,United States,,https://www.ebay.com/itm/296593335369?_nkw=phones&epid=519135601&itmmeta=01J62TP568PF5Z8DH3XGD9D74A&hash=item450e572449:g:nK4AAOSwcl1kemRm&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm8wjUewOkBSGL1I9gSzfRlAVb%2BLjbi27H%2BAvP1Zovkbpetq%2BSFvL0pNmuR5pjUFWQoZ4AQmIsjVuy8PSNMnYpc3dzDY8w65WQcRrinFOqBNyUv8S78ZN526EVogVbX6u7g2aC1PePR5EmNMHXDhljiETMdwtrV9kxdFkuLQJ9M58x810%2BuZSS10eYERqS2fkaAtCbAzvAgW3doL265WoZ4iBeZvf7AmDI%2FnvDoRM%2B28w%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
58,TCL 40 XE 5G -  64gb - Black - Verizon,Open Box,39.98,United States,13.0,https://www.ebay.com/itm/156319914453?_nkw=phones&itmmeta=01J62TP568VZW4M5XTK9K7A98E&hash=item24656499d5:g:z0YAAOSw6AdmAcmD&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKndEfFrBfySGxgGsOKPH8AYDa8Bsn%2BHRyh1QQlyBZ46c93EqQ0qxO8DSsMatGE%2FRvas8ij0vKqCK2j3pJlw0kThqQpvrJmGp1vW5sD57%2BCHPd6T5psZ2cJoxYrr89h4BHp5ZqUdOVs3HEKYqDW0NxhDoICjpDkRrj09Z2kVseEOMmdwPo%2BXNUt%2BdJxbFSMz0fRlXzqiI1xV9GrNt6ORU%2FSQpngLwcILXdDFWF3KvQRJr0wjH%2BU%2BZTxSME4De67Iazub9YuYsBM5M7CbtSdh5gnC%7Ctkp%3ABk9SR6DT2NqwZA
59,Latest Samsung Galaxy A15 5G 128GB SM-A156U Blue Black (Carrier Unlocked),Open Box,129.98,United States,101.0,https://www.ebay.com/itm/156284827348?_nkw=phones&itmmeta=01J62TP568KDM5D10HNKZVVJSQ&hash=item24634d36d4:g:sIgAAOSwmFRmY4Zs&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmj2GMXJvRccL0ztuHbGehyOTm6ITaaB6OlSjr8tpwowMv4DPSRhHNXHZQ26xfQv2XQcWP80ASnLh0hkalgvwklUfzLY8epMaP461f6p%2BW5gTWwcLixMeBqWS%2F6IOoKsDPCJK0uTsclsophy9Wa19%2Fc%2B6ESZtSoCnndbwEAFpuPgBkP6ytR4pWjue5ar55FxSjIicwgagthvFyypVV%2FAoWH4j77ao6rFu3ChuG9%2FeWNS70vmBSVrXz7hp9pVEl5%2F8TnU%2FlTo%2Fe7cdwiixk6z3f%2F%7Ctkp%3ABk9SR6DT2NqwZA
60,"Motorola Moto G 5G (2024), 128GB Fully Unlocked Sage Green | XT2417-1. Openbox",Open Box,119.99,United States,,https://www.ebay.com/itm/186623818299?_nkw=phones&itmmeta=01J62TP568TMRD4RK99M68G0WM&hash=item2b73a57a3b:g:KHkAAOSweQhms8ae&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmli7%2FI%2BIAHy%2BMU%2FhNa18luXaFTgTCCAcehzCv1dlatv7gxn0oIMpyXVJH5tKsj8C7CDQgKhQBIbe1fal4GMij5KgGkvA3ISwHnF5bc%2BfiZ%2FUyN0YzSmaIJAa5A3Y16vgWqHkPAaKgtM%2B7z3kBnQ2P5smZH48CGqNI3pBDRWTuFHfegKqz%2FuQpOmAwyq53UB0yoI8p6mLBzh3NR%2BRDnm3q6DV44Dck%2BgOc0Edu3cXX1sZ5KPNsVDhyD4RQg2Rby4JYA4iGR76JbG5lkggOo%2B0Vo%7Ctkp%3ABk9SR6DT2NqwZA
61,Apple iPhone 13 128GB Smartphone A2482 For Parts # Control 301,Parts Only,111.25,United States,,https://www.ebay.com/itm/305743795688?_nkw=phones&itmmeta=01J62TP568FZRD917A04WJHPBB&hash=item472fc015e8:g:vwEAAOSwbwhmvUvO&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmxMoThxxky4yIcivcztZJwGPyqbgb4njhe87GApF6X7kMeAs11GFsj1LsXRcKWaPUGPPrYEcrpFBXpuf9b7mQHlAR2TXKjNQ329%2BTza4GwTqAROi%2FoClL23MdbQ2BgzwpTrL8emQXRXRuSaCk9eWiRyMRT37aIMjiumaHvkih4DDwWK6Km0uGka8VOmoc6ipCM4qJD31wisBZJI%2B6foFfZAv6Ei6ZfKI1dBNoGxMoZeLZ4c9YReQvvoqA0tltQV3UQimJvTbyIsBETuwhJBPAK%7Ctkp%3ABk9SR6DT2NqwZA
62,"Works Like A Samsung Or iPhones Unlocked, Telefono Desbloqueado, Unlocked Phones",Brand New,55.0,United States,,https://www.ebay.com/itm/395596527994?_nkw=phones&itmmeta=01J62TP568TC1SQDRA3DAYBSGP&hash=item5c1b63f97a:g:HI8AAOSwzSFmvUVk&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkX10wypBS%2B6q2RBr3OfzQY3i662MjziFD0QTAocQ2TvfIpiqQmvMBPtqj2ZLIN%2FI0w5cWGXNYqljUzyaDfuejfZ%2BDZPMCGoa6hQcw1j0ge5xdi7RL8jkqQ9bPavFpCcVBoBBVP%2F9IKAevog2Yn1JuLNGaefCJAhCXFcUwQ7ibcLRJf%2FoUrZe4Yt5UIbiYgwNyJjG0kKBMjd0MQRbXTHkiif4NubvEeHlLlDprE3Z9ljw%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
63,"Xiaomi Redmi 13C 256 GB 8 GB RAM (FACTORY UNLOCKED) 50 MP Global 6.74"" New",Brand New,134.9,United States,84.0,https://www.ebay.com/itm/134999992881?_nkw=phones&itmmeta=01J62TP568JNZVB678PWH3WTY2&hash=item1f6ea06a31:g:EJYAAOSwuaplzoem&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl%2Fu8TVQsJ4yvPiF6wAKq295%2BQ0A29YDcyNO0FF4qHybKZPsH9uU9PkuyQCxocS0yykZ69nl4r4GhTn9M1mzd28ZrZBhWOULfp7w8bF7acSIAMniod%2F6zP5T4O8OU8wNp%2FWdskQ0HuoQKXVif%2FAE3i9axvNQeSW5c612dnZmvBFji2yZGAZ4XQlXkX%2B3%2FBfF2inaHMk2UeovK7PYGxHUYWrfV5L5%2BH7qB%2FE5GH6CnM--A%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
64,Infinix Note 40 Factory Unlocked GSM 4G LTE 256GB Memory Cell Phone BK,Brand New,205.97,United States,,https://www.ebay.com/itm/326189120601?_nkw=phones&itmmeta=01J62TP568S74XERHJYYJ99R6S&hash=item4bf262fc59:g:ZwcAAOSwUm9mZFwQ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmybqM3FYceEDNGb%2BRPgIemm8WkNLYoRVO%2B2kDNeuRJz3TTWEKWk0rEZYoFiig8izOBpVTt%2B%2FRR6eIQshNLKQ3PODWgChauUVnL%2B0hjl8arS%2FANSBlVZDGGF6Lu7KC0kxio1kgxeFNa6OAcWjPoVXyTTWjfLAqCjNvDQ6WQ1k59Cz4HcFA2Kd9STaVZXNVxv5T9Su96vc6XSdiqmXusvWtZaXPcd5WEpdpaOhgAi7WaIFAZCBEjdmpSWrQd2fHPXKcV5%2BlWskRlpTBR5Hd43mmD%7Ctkp%3ABk9SR6DT2NqwZA
65,Vertu Signature Mobile Phone Metal Quality Black & Gold Color With Free Gift,Brand New,98.93,United Kingdom,,https://www.ebay.com/itm/196530126780?_nkw=phones&itmmeta=01J62TP568A9Y3A6QE7SYBH62G&hash=item2dc21bbfbc:g:T4EAAOSwn2tmctZc&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlzF9UeJLuvTnCECL%2BL%2B6Lhsp6gf72bT8%2BcEoXw51FKTf9JEHnSwzu4B%2B1UXi7gFcmnul1dD7FGu270rKOJHnBjRjCFH67VIBnUwySApZPGrDwr%2FahuYbRzflTjPdakMjkvqFSeRDwfpHJDTrX3KlgYMvi7w0Ta2FvIcQV726ADwbV%2FwSNtvvp9ccruXVqKWvDOZLM6594gN7AaS%2FaA1T6QZF%2FcHxKQyjs0FKHWXjOPGA%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
66,Povo 6 Pro 7.3 inch  Android Smartphone 4GB+64GB 4G Global Unlocked Cell Phone,Brand New,70.59,China,,https://www.ebay.com/itm/395472403856?_nkw=phones&itmmeta=01J62TP5681X5BGTJMS3NMA70A&hash=item5c13fdfd90:g:psUAAOSwJMZmbeao&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkM%2Bm%2FpZ3A6XFlfwr3KggwdQrqzZfQpmK%2Bq6vz6eXWYPpO%2BcpIU6%2Fk9kpH3nNi1%2BGFJ90Zg49Z%2BHKAECzMGoEJw74rcRUo4xpNag%2F2o5SDlW19gWJe%2F4%2FAz%2FH6lITaTivl3NZUgiwDWDV%2B2%2F7Khx2RMsvqEfYjhP0AB7POEMfn7UBjYzFFT%2BV5732BZIfezUK92EWhpg%2Bom0br6FlTG2N%2Bn7n7OxetVazRjlBPh6Fl58Q%3D%3D%7Ctkp%3ABk9SR6DT2NqwZA
67,Glabol Version S23 Ultra Smartphone 5G Original Mobile Phones 6.8HD Screen Dual,Brand New,79.52,United States,,https://www.ebay.com/itm/256614840434?_nkw=phones&itmmeta=01J62TP568MDKWXDNXB4NCG3R3&hash=item3bbf6fb872:g:kz4AAOSwPAZmyh7p&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmkmhjXSKkc14Q9R9s%2Fop1Tr%2B1F%2BClc%2FF3UCCPkFgfLY1uk%2BO3cXPDf%2Bj4gcdMDqbT2Og2Ymtasj%2F96eSHZb9eILp%2BLTwVw%2FtOtmNFTYnfAw%2BbZrGPcn737Tk34hBB69gMVEhW%2FJ7Z9RLP%2BO9JioczFynVZE6kVeiGrAiIKpNFK0%2Bkz%2FrYeL5YYIHqlFOWi0qgrrQRKsiHqSOUT%2BK2EUWy5WhGWqHynUUFvyCGnUL1ex9Nq07%2B8o0csFrhu1iDiQcaCIWxj4ZEkSds3TpmlUp67%7Ctkp%3ABk9SR6LT2NqwZA
68,Unlocked Original Motorola RAZR V3 GSM 2G MP4Java CAMERA Retro Flip Mobile Phone,Open Box,30.85,China,20.0,https://www.ebay.com/itm/186436168473?_nkw=phones&itmmeta=01J62TP5688G7FHJH8WW6MCX0Z&hash=item2b68762b19:g:n4IAAOSwE8FmPd6x&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnRW%2BuLPK%2FFM061%2BXve9lzDhh2Ab36nLdCpe9VpmnHz759mva76%2FEmrvxSUYkWgdbPC6VmhP86FBNoWtOCPrmeX85SanoP9x9EQmoBLDz9eO02v21yaeIN4nvpI6liQZgNqSoNwtOPvZ77YUPhBAGI3Cvs5KqVc3FQpJyRE%2FrKruG8pFavB3uLopyDBxjWh1O8zNM02djWE%2FKyergK9Bob95SZNMgMGkhpFsp2u6zFUBCv2mOjTuYe4SHlnN5pnDV3Nx9pj5PclWTiHIdBejLw9%7Ctkp%3ABk9SR6LT2NqwZA
69,BRAND NEW SAMSUNG GALAXY FACTORY UNLOCKED NOTE 20 5G SM-N981U 128/256GB GSM+CDMA,Brand New,242.25,China,,https://www.ebay.com/itm/135161132466?_nkw=phones&epid=20040088750&itmmeta=01J62TP5682WRVN01TNAW899GK&hash=item1f783b35b2:g:mVMAAOSwj61moSFe&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnu8NDzKullRyqDufrZ2tHwQjbIBjXgxKj%2FW5jC6RBzRiWq9WZQGfMI2ro%2FxrQ6C2HCuEcL%2BHWgzs%2FLzEwZxVTluri00L0OofzZpVzrMGwZMCJ78H6vjBb6JAa9d11dRP0lupPQT0WiXD4I6VArMOV9cpY0JZ%2FneL8co418BrdPOMuIDJ3rre6oqSUiE38pYM6BY8e3ukg8KmfMNlrZjZ0rOekrGTjfr%2B0B0s3qjGBwsQ%3D%3D%7Ctkp%3ABk9SR6LT2NqwZA
70,New Samsung Galaxy Note 10+ Plus SM-N975U 12/256GB Factory Unlocked GSM+CDMA,Brand New,229.0,China,15.0,https://www.ebay.com/itm/305651644039?_nkw=phones&epid=7035815134&itmmeta=01J62TP568T7HXH382CATNGX8K&hash=item472a41f687:g:AgYAAOSwwHFmg~d7&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlIb4cz9sdSqpfOm54xh0jccqYEbmclQ8pu0wHrktJ5uB%2BJYuvqcF6TwerGRA16QC5kVIXG891lKADRLBz1ZjO9WonEIbYxJQSwG4tQ27shs78YlkYCNlFoBQ8d5zmRC2QfXrUt143ypdz7IgfQmqylDt6Zt%2B45V5pT31kNf0l9Ip9fqblu4Ej4QO84lgvRvan4ME6ud3LEU27LWeEVjytU53pZC5zrvOUKcsFHjaINsA%3D%3D%7Ctkp%3ABk9SR6LT2NqwZA
71,BlackBerry Classic Q20 SQC100-2 16GB UNLOCKED GSM 4G LTE Keyboard Smartphone,Open Box,149.99,United States,316.0,https://www.ebay.com/itm/164961612797?_nkw=phones&epid=28013730524&itmmeta=01J62TP568ZN2EGMK7RZT12P4A&hash=item26687a73fd:g:TXEAAOSwPAZg8Sxk&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkgbRFVRz8CkMzBucIE%2BUuRnquqPRR3--WKD%2BObFnuKoQo8I9wYfimeLIemj2zSin2dNPUO7uotwH%2BWeg1eVMNKK%2BN%2BzEceNQN6BqxXjf2h7mSr8zV0HdkRmwWz7Ez9bcgDR1D4S%2BRXlu4wgRVaSs4MmP1ePrTPaBwdi3PIC0SgaaW2dY%2BC13CNCClHi4rH%2FVR5NoLmcCVRkC6OQiLlQcg19EZBoTM0gAL8elkXp8zVm52jiOr3mXNefZRADFFPcLjmbXB%2BWIjoiMgLUfQLVUuX%7Ctkp%3ABk9SR6LT2NqwZA
72,99%N ew Apple iPhone 6/6 Plus/6s/6s Plus 16/32/64/128GB Fully UNLOCKED 4 Colours,Open Box,58.98,China,,https://www.ebay.com/itm/405073496946?_nkw=phones&itmmeta=01J62TP568PCYP04RW7C47BXGP&hash=item5e50430b72:g:K4oAAOSwpLhmg~jd&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnppYVjzRX%2FEVaAVbMACBVfhz9t3SoQx0xKJg%2Bs0lpoQ19V%2BVr%2BAsqnpYqTNVvFppnh6WVIQwUjssMyerMcPkxAhWdDhjiMq%2FsbrO3lizvqFJyLLmJhi%2B4CEaXnvbZI4jbwymUjSLgTGOVwT6PNaYTe5JbcjTeZKoU8E9tfDrxH2hDnu8nIszrtXPzSFxh%2FOn4Y9XE%2BCsqs4nyS0FsZ9Ygcjxb2QFXxuQwpeeSm4fHi1atkPbtD784yVNKwpA3vpr%2FrW10rv4brNso83CAvbYHZ%7Ctkp%3ABFBMotPY2rBk
73,Samsung Galaxy S22 Ultra 256GB S908U Unlocked - Good,Good - Refurbished,389.99,United States,36.0,https://www.ebay.com/itm/256459409583?_nkw=phones&epid=28052287922&itmmeta=01J62TP568YHCEG0REZEW346EZ&hash=item3bb62c08af:g:~TAAAOSwoQNmPiEL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkIewhr1QtBcgVZ7l2Si6JbO1XeC80TvHmTIJwS5hx%2BB6DJXWZoOGXPW58Fn2huB4KuiG%2BmHsLmJv1x%2BXKbo17zJ2gvggqgkFa2Sh7yFk4hJBDmydTxNSOOVmRMtUTaR1BAFmDu5FTReEZc9mYTZ1Xz8H6G2JHivnEGENT6zss1Vke9lZ4VYqSBPzRqxxuDdkka%2F7l7%2BPuS2mwAX7agRzrlSxVXTifPZx96JRtxMQUcGOxWHNOS4DSxa9geUlJfhzs0kpymS7wgJ2PjQ0aDtF%2Bq%7Ctkp%3ABFBMotPY2rBk
